h3_id,suburb,month,sr_count
88ad361ab7fffff,PROTEA VALLEY,Jun 2020,3
88ad361101fffff,BELHAR EXT 17,Jun 2020,3
88ad361aa1fffff,KENRIDGE,Jun 2020,3
88ad361069fffff,AIRPORT CITY,Jun 2020,3
88ad361a03fffff,SONNEKUIL,Jun 2020,3
88ad360033fffff,BLOUBERGRANT,Jul 2020,3
88ad3618c5fffff,DURBANVILLE HILLS,Nov 2020,3
88ad36181bfffff,EVERSDAL ,Jan 2020,3
88ad3610cbfffff,BELGRAVIA,Jul 2020,3
88ad361983fffff,VIERLANDEN,Dec 2020,3
88ad368d3bfffff,LOTUS RIVER,Dec 2020,3
88ad36c41dfffff,PENHILL,May 2020,3
88ad36d519fffff,ONVERWACHT VILLAGE,Nov 2020,3
88ad36d5adfffff,NUTWOOD,Nov 2020,3
88ad368ce1fffff,TOKAI,Aug 2020,3
88ad3618a9fffff,AURORA,Aug 2020,3
88ad36bb65fffff,NOORDHOEK,Feb 2020,3
88ad361743fffff,CLAREMONT,Mar 2020,3
88ad361861fffff,SCOTTSVILLE,Mar 2020,3
88ad361a33fffff,OAKGLEN,May 2020,3
88ad361225fffff,PHILIPPI PARK,Jun 2020,3
88ad361acdfffff,SAXON INDUSTRIAL,Jan 2020,3
88ad368d8bfffff,BERGVLIET,Jul 2020,3
88ad361ad7fffff,AVONDALE - PAROW,Jul 2020,3
88ad361351fffff,LENTEGEUR,Jan 2020,3
88ad36d519fffff,NOMZAMO,Jan 2020,3
88ad36c749fffff,BEL'AIRE,Oct 2020,3
88ad368ca5fffff,CONSTANTIA,Dec 2020,3
88ad361611fffff,OUDEKRAAL,Mar 2020,3
88ad36106bfffff,BOQUINAR INDUSTRIAL AREA,Sep 2020,3
88ad361803fffff,AMANDA GLEN ,Apr 2020,3
88ad361197fffff,GOODWOOD  EXT 1,Mar 2020,3
88ad36125bfffff,PHILIPPI,Feb 2020,3
88ad360247fffff,WINDERMERE,Mar 2020,3
88ad3611e5fffff,BEACONVALE,Mar 2020,3
88ad36181bfffff,KENRIDGE,Feb 2020,3
88ad361adbfffff,PAROW EAST,Feb 2020,3
88ad361ab9fffff,LOEVENSTEIN,May 2020,3
88ad361803fffff,VREDEKLOOF,May 2020,3
88ad361ac7fffff,KEMPENVILLE,Jun 2020,3
88ad36d71dfffff,GORDONS BAY EXT 12,Jun 2020,3
88ad36160dfffff,CONSTANTIA,Jan 2020,3
88ad36c641fffff,MACASSAR,Jul 2020,3
88ad36c4d5fffff,BLUE DOWNS CBD,Jul 2020,3
88ad368d97fffff,CONSTANTIA,Nov 2020,3
88ad360343fffff,WELGELEGEN,Jan 2020,3
88ad361a35fffff,MORGAN INDUSTRIA,Jul 2020,3
88ad368d39fffff,ZEEKOEVLEI,Dec 2020,3
88ad36116dfffff,KUILSRIVIER SOUTH SMALLHOLDINGS,Dec 2020,3
88ad368ca1fffff,CONSTANTIA,Dec 2020,3
88ad36d541fffff,SOMERSET FOREST,Sep 2020,3
88ad360001fffff,TABLE VIEW,Apr 2020,3
88ad36022dfffff,MONTAGUE GARDENS,Oct 2020,3
88ad36030dfffff,WELGELEGEN,Apr 2020,3
88ad360d53fffff,MELKBOSCH STRAND,Jan 2020,3
88ad36191dfffff,BUH-REIN ESTATE,Feb 2020,3
88ad361ac3fffff,TRANSNET MARSHALLING YARD,Mar 2020,3
88ad36c657fffff,MACASSAR,Mar 2020,3
88ad368d27fffff,PHILIPPI,Feb 2020,3
88ad361a1dfffff,SIRROCCO'S,Feb 2020,3
88ad361a37fffff,JOUBERTPARK,Feb 2020,3
88ad360157fffff,KILLARNEY GARDENS,Jul 2020,3
88ad361a23fffff,SONKRING,Jul 2020,3
88ad361831fffff,SONSTRAAL HEIGHTS,Nov 2020,3
88ad3612e5fffff,PHILIPPI,Jan 2020,3
88ad361ac1fffff,BELLVILLE CBD,Jan 2020,3
88ad361323fffff,DELFT 9,Jun 2020,3
88ad361b37fffff,SUMMERVILLE,Mar 2020,3
88ad368937fffff,UMRHABULO TRIANGLE,Apr 2020,3
88ad36d5e1fffff,AUDAS ESTATE,Feb 2020,3
88ad368de3fffff,DIEP RIVER,Jun 2020,3
88ad3611a9fffff,GLENLILY,Jul 2020,3
88ad360237fffff,SUNSET BEACH,Jul 2020,3
88ad36015bfffff,KILLARNEY GARDENS,Jan 2020,3
88ad36d5e1fffff,MARTINVILLE,Jun 2020,3
88ad361321fffff,DELFT SOUTH,Oct 2020,3
88ad361911fffff,BONNIE BRAE,Dec 2020,3
88ad360229fffff,CENTURY CITY,Dec 2020,3
88ad360331fffff,BURGUNDY ESTATE,Dec 2020,3
88ad361ae5fffff,OAKGLEN,Dec 2020,3
88ad361a33fffff,OAKGLEN,Mar 2020,3
88ad3611dbfffff,EPPING INDUSTRIA 2,Jan 2020,3
88ad3611a5fffff,GLENLILY,Aug 2020,3
88ad360301fffff,KLEINBOSCH,Mar 2020,3
88ad36034dfffff,NORTHGATE,Feb 2020,3
88ad3619e9fffff,UITZICHT,Feb 2020,3
88ad368c3dfffff,KIRSTENHOF,Jan 2020,3
88ad361aa1fffff,RIDGEWORTH,Jul 2020,3
88ad361069fffff,AIRPORT CITY,Nov 2020,3
88ad36180dfffff,VREDEKLOOF EAST,Dec 2020,3
88ad36c41bfffff,FOREST HEIGHTS,Apr 2020,3
88ad36c4d5fffff,BLUE DOWNS CBD,Apr 2020,3
88ad361831fffff,SONSTRAAL,Dec 2020,3
88ad3611cbfffff,KALKSTEENFONTEIN,Jan 2020,3
88ad361a09fffff,AMANDELRUG,Aug 2020,3
88ad3618ddfffff,VAN RIEBEECKSHOF,Aug 2020,3
88ad36d5c5fffff,GANTS PARK,Feb 2020,3
88ad36d5b5fffff,FRAAIGELEGEN,Feb 2020,3
88ad36156bfffff,OBSERVATORY,Mar 2020,3
88ad36128dfffff,OTTERY,Feb 2020,3
88ad36d713fffff,DOBSON,Feb 2020,3
88ad36c2d9fffff,GOLDEN HILL EXT 1,Jun 2020,3
88ad361ac5fffff,KEMPENVILLE,Jun 2020,3
88ad36024dfffff,MAITLAND,Jun 2020,3
88ad3618c9fffff,DOOR DE KRAAL,Jun 2020,3
88ad361b19fffff,NORMANDIE ESTATE,Jul 2020,3
88ad36183bfffff,VALMARY PARK,Aug 2020,3
88ad3612abfffff,PENLYN ESTATE,Jul 2020,3
88ad36d5c1fffff,STRANDVALE,Nov 2020,3
88ad3611e1fffff,BEACONVALE,Jun 2020,3
88ad361241fffff,WESTRIDGE - MITCHELLS PLAIN,Mar 2020,3
88ad360189fffff,CAPE FARMS - DISTRICT B,Sep 2020,3
88ad368ed7fffff,SUNNYDALE,Sep 2020,3
88ad36c487fffff,BLACKHEATH INDUSTRIA,Apr 2020,3
88ad36199dfffff,VIERLANDEN,Apr 2020,3
88ad36d5e7fffff,DORHILL,Sep 2020,3
88ad360029fffff,SUNRIDGE,Apr 2020,3
88ad36c495fffff,HAGLEY,Apr 2020,3
88ad3610d5fffff,ATHLONE,Aug 2020,3
88ad36893bfffff,HARARE,Mar 2020,3
88ad361803fffff,AMANDA GLEN ,Mar 2020,3
88ad3611b7fffff,PLATTEKLOOF GLEN,Feb 2020,3
88ad361769fffff,KENILWORTH,May 2020,3
88ad368ed5fffff,FISH HOEK,May 2020,3
88ad36c61bfffff,SANDVLEI,May 2020,3
88ad36180bfffff,STELLENRYK,Nov 2020,3
88ad368c69fffff,MUIZENBERG,Jul 2020,3
88ad3610cdfffff,SILVERTOWN,Oct 2020,3
88ad361007fffff,CHARLESVILLE,Oct 2020,3
88ad361107fffff,BELHAR EXT 17,Sep 2020,3
88ad360227fffff,JOE SLOVO PARK,Sep 2020,3
88ad361455fffff,CAMPS BAY / BAKOVEN,Apr 2020,3
88ad368dd5fffff,MEADOWRIDGE,May 2020,3
88ad368ed9fffff,SUNNYDALE,Oct 2020,3
88ad36c693fffff,VICTORIA MXENGE,Nov 2020,3
88ad360369fffff,PLATTEKLOOF 3,Apr 2020,3
88ad368f27fffff,PELIKAN HEIGHTS,Aug 2020,3
88ad3611b5fffff,VASCO ESTATE,Aug 2020,3
88ad36c4c9fffff,KLEINVLEI TOWN,Feb 2020,3
88ad3601d9fffff,BLOUBERG SANDS,Mar 2020,3
88ad361a47fffff,ELIM,Feb 2020,3
88ad36c2cbfffff,ERINVALE ESTATE,Jul 2020,3
88ad360257fffff,BROOKLYN,Jul 2020,3
88ad36c4bbfffff,WEMBLEY PARK,Jul 2020,3
88ad361425fffff,BO-KAAP,Jul 2020,3
88ad361269fffff,WESTRIDGE - MITCHELLS PLAIN,Nov 2020,3
88ad361519fffff,BO-KAAP,Jan 2020,3
88ad361a6bfffff,HAASENDAL,Jun 2020,3
88ad36d625fffff,GORDONS BAY VILLAGE,Jun 2020,3
88ad3611d7fffff,RUYTERWACHT,Oct 2020,3
88ad36034bfffff,KAAPZICHT,Dec 2020,3
88ad36d739fffff,GORDONS BAY,Dec 2020,3
88ad361741fffff,CLAREMONT,Apr 2020,3
88ad36c49dfffff,HIGHGATE,Apr 2020,3
88ad36d093fffff,SIR LOWRY'S PASS,Aug 2020,3
88ad361551fffff,DISTRICT SIX,Aug 2020,3
88ad36c4c7fffff,AUSTINVILLE,Feb 2020,3
88ad361a15fffff,SHIRLEY PARK,Mar 2020,3
88ad36b927fffff,HOUT BAY,Feb 2020,3
88ad361457fffff,CAMPS BAY / BAKOVEN,Jun 2020,3
88ad361167fffff,BELHAR EXT 21,Jun 2020,3
88ad36130dfffff,DRIFTSANDS,Feb 2020,3
88ad36bb6dfffff,NOORDHOEK,Jul 2020,3
88ad36859bfffff,KOMMETJIE,Jan 2020,3
88ad3619cbfffff,DURBANVILLE,Oct 2020,3
88ad36118dfffff,AVONWOOD,Oct 2020,3
88ad36842bfffff,MISTY CLIFFS,Dec 2020,3
88ad368935fffff,KUYASA,Dec 2020,3
88ad368429fffff,SCARBOROUGH,Dec 2020,3
88ad36d09bfffff,HIGH RIDING,Mar 2020,3
88ad36d557fffff,CHRIS NISSEN PARK,Sep 2020,3
88ad36c603fffff,MACASSAR VILLAGE,May 2020,3
88ad361323fffff,LEIDEN,Apr 2020,3
88ad36185bfffff,BELLAIR,Mar 2020,3
88ad3611b3fffff,GOODWOOD ESTATE,Feb 2020,3
88ad36c655fffff,RIVERSIDE,May 2020,3
88ad368c69fffff,MUIZENBERG,Jan 2020,3
88ad361825fffff,LANGEBERG RIDGE,Nov 2020,3
88ad361ae7fffff,BLOEMHOF,Nov 2020,3
88ad361a53fffff,SAREPTA,Nov 2020,3
88ad36000dfffff,TABLE VIEW,Jun 2020,3
88ad361251fffff,PHILIPPI,Jun 2020,3
88ad3618a5fffff,D'URBANVALE,Dec 2020,3
88ad368d07fffff,LOTUS RIVER,Dec 2020,3
88ad3611b5fffff,N1-STAD,Dec 2020,3
88ad36d713fffff,GORDONS BAY VILLAGE,Dec 2020,3
88ad36034dfffff,NORTHGATE,Apr 2020,3
88ad36b927fffff,LLANDUDNO,Oct 2020,3
88ad368d81fffff,MEADOWRIDGE,Sep 2020,3
88ad36128dfffff,WETTON,Apr 2020,3
88ad361a09fffff,AMANDELRUG,Feb 2020,3
88ad361a99fffff,AVONDALE - PAROW,May 2020,3
88ad36c4b5fffff,VREDELUST KUILS RIVER,Feb 2020,3
88ad361ac5fffff,KEMPENVILLE,Jul 2020,3
88ad361ad7fffff,AVONDALE - PAROW,Aug 2020,3
88ad367013fffff,PROTEA PARK - WESFLEUR,Jul 2020,3
88ad361aedfffff,DE LA HAYE,Nov 2020,3
88ad3688b1fffff,STRANDFONTEIN,Nov 2020,3
88ad361219fffff,PHILIPPI,Oct 2020,3
88ad361869fffff,BRACKENFELL INDUSTRIA,Dec 2020,3
88ad361841fffff,SPRINGBOKPARK,Mar 2020,3
88ad36d715fffff,MOUNTAINSIDE EXT 2,Sep 2020,3
88ad368d07fffff,LOTUS RIVER,Sep 2020,3
88ad36d549fffff,FIRLANDS,Sep 2020,3
88ad36155bfffff,ORANJEZICHT,Sep 2020,3
88ad36120dfffff,WELTEVREDEN VALLEY,Sep 2020,3
88ad361805fffff,KLEINBRON,Apr 2020,3
88ad36d5a1fffff,LA CONCORDE,May 2020,3
88ad361b1bfffff,BRACKENFELL SOUTH,Nov 2020,3
88ad361005fffff,MONTEVIDEO,Oct 2020,3
88ad36021dfffff,LAGOON BEACH,Apr 2020,3
88ad36c4d5fffff,DELRO VILLAGE,Sep 2020,3
88ad36d703fffff,MOUNTAINSIDE ESTATE,May 2020,3
88ad361ac7fffff,OAKDALE,May 2020,3
88ad361a21fffff,PROTEA HEIGHTS,Jun 2020,3
88ad36125bfffff,PHILIPPI,Jan 2020,3
88ad3610c9fffff,RYLANDS,Jul 2020,3
88ad36099dfffff,PHILADELPHIA,Jul 2020,3
88ad361911fffff,BONNIE BRAE,Jan 2020,3
88ad361a1dfffff,MABILLE PARK,Jan 2020,3
88ad36000dfffff,FLAMINGO VLEI,Oct 2020,3
88ad36c4a3fffff,VREDELUST KUILS RIVER,Oct 2020,3
88ad361751fffff,BISHOPSCOURT,Sep 2020,3
88ad3611c7fffff,ELNOR,Sep 2020,3
88ad361767fffff,NEWLANDS,Feb 2020,3
88ad361247fffff,WESTGATE,May 2020,3
88ad3610c3fffff,SILVERTOWN,Jan 2020,3
88ad368e37fffff,MUIZENBERG,Oct 2020,3
88ad361a99fffff,FAIRFIELD ESTATE,Sep 2020,3
88ad360043fffff,SUNSET BEACH,Apr 2020,3
88ad3670e5fffff,BEACON HILL,Apr 2020,3
88ad361a47fffff,AMANDELSIG,Oct 2020,3
88ad361565fffff,MAITLAND,Apr 2020,3
88ad36c4bbfffff,KUILSRIVIER SOUTH SMALLHOLDINGS,Aug 2020,3
88ad360351fffff,EDGEMEAD,Mar 2020,3
88ad36c66bfffff,MARVINPARK,Feb 2020,3
88ad36d5e5fffff,ROUNDHAY,May 2020,3
88ad36c691fffff,BARNET MOLOKWANA CORNER,May 2020,3
88ad3671d3fffff,SHERWOOD,Jan 2020,3
88ad361ac3fffff,BOSTON,Aug 2020,3
88ad36034bfffff,KAAPZICHT,Jul 2020,3
88ad36d5e5fffff,MARTINVILLE,Jan 2020,3
88ad36114dfffff,LEIDEN,Jan 2020,3
88ad3612dbfffff,PLUMSTEAD,Oct 2020,3
88ad3610edfffff,LANGA,Sep 2020,3
88ad360317fffff,BOTHASIG,Sep 2020,3
88ad3601d1fffff,BLOUBERG SANDS,Apr 2020,3
88ad368ed9fffff,SUNNYDALE,Nov 2020,3
88ad3685a1fffff,SUNNYDALE,Apr 2020,3
88ad368c31fffff,KIRSTENHOF,Apr 2020,3
88ad36c6e3fffff,EERSTERIVIER SOUTH,Aug 2020,3
88ad36172bfffff,RONDEBOSCH,Aug 2020,3
88ad3611b7fffff,PLATTEKLOOF GLEN,Mar 2020,3
88ad3618c5fffff,KENRIDGE,Mar 2020,3
88ad361107fffff,BELHAR EXT 17,Feb 2020,3
88ad36d73bfffff,ADMIRALS PARK,May 2020,3
88ad36c66bfffff,FIRGROVE,Jan 2020,3
88ad3611d5fffff,EPPING INDUSTRIA 2,Feb 2020,3
88ad36010bfffff,THE STABLES,Aug 2020,3
88ad36176bfffff,NEWLANDS,Aug 2020,3
88ad36004dfffff,MARCONI BEAM,Nov 2020,3
88ad3612abfffff,MOUNTVIEW,Nov 2020,3
88ad36d5adfffff,NUTWOOD,Dec 2020,3
88ad361855fffff,HOOGSTEDE,Apr 2020,3
88ad3685b9fffff,KOMMETJIE,Aug 2020,3
88ad36d54bfffff,FIRLANDS,Aug 2020,3
88ad3611a5fffff,GLENLILY,Mar 2020,3
88ad36c489fffff,BLACKHEATH INDUSTRIA,Mar 2020,3
88ad361705fffff,RONDEBOSCH,Feb 2020,3
88ad360025fffff,TABLE VIEW,May 2020,3
88ad36c4a1fffff,SAXENBURG PARK 1,Jun 2020,3
88ad3656dbfffff,FISANTEKRAAL INDUSTRIAL,Jul 2020,3
88ad36d445fffff,ANTILLES/CAYMAN BEACH,Nov 2020,3
88ad36c2d9fffff,LAND EN ZEEZICHT,Oct 2020,3
88ad36195dfffff,KLEINBEGIN,Oct 2020,3
88ad361a35fffff,MORGAN INDUSTRIA,Sep 2020,3
88ad361a49fffff,KLOOFZICHT,May 2020,3
88ad36c4a9fffff,SAXENBURG PARK 2,May 2020,3
88ad361a13fffff,STIKLAND,Sep 2020,3
88ad361a5dfffff,OAKDENE,Mar 2020,3
88ad361827fffff,PINEHURST,May 2020,3
88ad361055fffff,MANENBERG,Jun 2020,3
88ad36c655fffff,MACASSAR,Jul 2020,3
88ad361081fffff,HAZENDAL,Dec 2020,3
88ad36c6e7fffff,ELECTRIC CITY,Dec 2020,3
88ad361239fffff,WELTEVREDEN VALLEY,Dec 2020,3
88ad36d54dfffff,HIGH RIDING,Apr 2020,3
88ad36c655fffff,RIVERSIDE,Mar 2020,3
88ad361b37fffff,SCOTTSDENE,Feb 2020,3
88ad361095fffff,PINELANDS,May 2020,3
88ad3685e5fffff,SUNNYDALE,Dec 2020,3
88ad3611bbfffff,GOODWOOD ESTATE,Apr 2020,3
88ad361109fffff,BELHAR EXT 7,May 2020,3
88ad3688a3fffff,ROCKLANDS,Aug 2020,3
88ad3600e5fffff,BLAAUWBERGSTRAND,Feb 2020,3
88ad36d721fffff,FIRLANDS,Mar 2020,3
88ad368c35fffff,BERGVLIET,Mar 2020,3
88ad361809fffff,EDENPARK,Jun 2020,3
88ad36191dfffff,WINDSOR PARK ESTATE,Jul 2020,3
88ad36156bfffff,OBSERVATORY,Jul 2020,3
88ad3618a3fffff,WESTERDALE,Jul 2020,3
88ad361303fffff,AIRPORT,Nov 2020,3
88ad3611abfffff,ELSIES RIVER INDUSTRIA,Nov 2020,3
88ad36c601fffff,MACASSAR,Nov 2020,3
88ad36c743fffff,HELDERBERG VILLAGE,Jul 2020,3
88ad3670edfffff,BEACON HILL,Jan 2020,3
88ad361a5dfffff,OAKDENE,Oct 2020,3
88ad36c66bfffff,MARVINPARK,Mar 2020,3
88ad3611e5fffff,KLIPKOP,Mar 2020,3
88ad361131fffff,RAVENSMEAD,Sep 2020,3
88ad360007fffff,FLAMINGO VLEI,Sep 2020,3
88ad368dedfffff,GRASSY PARK,Sep 2020,3
88ad36c6a1fffff,ELECTRIC CITY,Sep 2020,3
88ad36bb6dfffff,NOORDHOEK,Mar 2020,3
88ad36d5a7fffff,HELDERBERG ESTATE,Apr 2020,3
88ad36020bfffff,TIJGERHOF,Jul 2020,3
88ad361289fffff,OTTERY,Mar 2020,3
88ad36131bfffff,PHILIPPI,Mar 2020,3
88ad3611d1fffff,EPPING INDUSTRIA 2,Mar 2020,3
88ad361869fffff,BRACKENFELL INDUSTRIA,Feb 2020,3
88ad365483fffff,MIKPUNT,May 2020,3
88ad361755fffff,NEWLANDS,Jun 2020,3
88ad361a49fffff,KLOOFZICHT,Nov 2020,3
88ad360361fffff,PLATTEKLOOF 3,Nov 2020,3
88ad36d5b7fffff,LYNN'S VIEW,Jul 2020,3
88ad36c491fffff,WESBANK,Oct 2020,3
88ad36183bfffff,VALMARY PARK,Oct 2020,3
88ad36133dfffff,DELFT 7,Dec 2020,3
88ad36185dfffff,OAKGLEN,Dec 2020,3
88ad368d05fffff,EAGLE PARK,May 2020,3
88ad36c419fffff,PENHILL,May 2020,3
88ad361047fffff,GUGULETU,May 2020,3
88ad368e9dfffff,SUNNYDALE,Oct 2020,3
88ad361a87fffff,WELGEMOED,Mar 2020,3
88ad36108bfffff,HAZENDAL,Mar 2020,3
88ad3611ebfffff,ELSIES RIVER,Mar 2020,3
88ad3611ddfffff,EPPING INDUSTRIA 2,Feb 2020,3
88ad36d519fffff,ONVERWACHT VILLAGE,Aug 2020,3
88ad368d83fffff,MEADOWRIDGE,Nov 2020,3
88ad360c2dfffff,MELKBOSCH STRAND,Jan 2020,3
88ad36c6abfffff,HILLCREST HEIGHTS,Oct 2020,3
88ad3619c3fffff,WELLWAY PARK EAST,Oct 2020,3
88ad368563fffff,GLENCAIRN,Sep 2020,3
88ad361341fffff,MXOLISI PHETANI,Apr 2020,3
88ad36c6b7fffff,FAIRDALE,May 2020,3
88ad360111fffff,RIVERGATE,Nov 2020,3
88ad361a07fffff,SONEIKE II,Apr 2020,3
88ad36568bfffff,FISANTEKRAAL,Jan 2020,3
88ad36d587fffff,HELDERVUE,Feb 2020,3
88ad368c25fffff,STEENBERG,Jan 2020,3
88ad36033bfffff,BOTHASIG,Jul 2020,3
88ad36d5c5fffff,SOMERSET WEST,Nov 2020,3
88ad361209fffff,RONDEVLEI PARK,Nov 2020,3
88ad361a5dfffff,OAKDENE,Nov 2020,3
88ad36034bfffff,MONTE VISTA,Jun 2020,3
88ad36111dfffff,BELHAR EXT 2,Jul 2020,3
88ad36c2dbfffff,GOLDEN HILL EXT 1,Dec 2020,3
88ad36c61bfffff,SANDVLEI,Dec 2020,3
88ad36c4a3fffff,SAXENBURG PARK 1,Mar 2020,3
88ad36c4b7fffff,GERSHAM,Oct 2020,3
88ad3611adfffff,FAIRFIELD ESTATE,Apr 2020,3
88ad361ae7fffff,BLOEMHOF,Apr 2020,3
88ad36c4b9fffff,STELLENDALE,Feb 2020,3
88ad36180bfffff,VREDEKLOOF,Jul 2020,3
88ad36186dfffff,BRACKENFELL INDUSTRIA,Nov 2020,3
88ad361805fffff,KLEINBRON,Nov 2020,3
88ad36701bfffff,ATLANTIS INDUSTRIAL,Nov 2020,3
88ad360001fffff,FLAMINGO VLEI,Jan 2020,3
88ad36d587fffff,HELDERVUE,Jan 2020,3
88ad36155bfffff,ORANJEZICHT,Jul 2020,3
88ad36c655fffff,CHRIS HANI PARK,Jan 2020,3
88ad368c29fffff,LAVENDER HILL,Jan 2020,3
88ad360189fffff,CAPE FARMS - DISTRICT B,Oct 2020,3
88ad361807fffff,VREDEKLOOF,Oct 2020,3
88ad36d5c5fffff,VAN DER STEL,Dec 2020,3
88ad361ae7fffff,BLOMMENDAL,Dec 2020,3
88ad361709fffff,NEWLANDS,Mar 2020,3
88ad368de3fffff,SOUTHFIELD,Sep 2020,3
88ad361ac1fffff,BELLVILLE CBD,Sep 2020,3
88ad361131fffff,PAROW INDUSTRIA,Feb 2020,3
88ad361869fffff,BRACKENFELL INDUSTRIA,Jun 2020,3
88ad36126bfffff,HARMONY VILLAGE,Jun 2020,3
88ad361813fffff,KENRIDGE,Jan 2020,3
88ad361823fffff,SONSTRAAL HEIGHTS,Jul 2020,3
88ad361183fffff,GOODRAIL,Jul 2020,3
88ad361a2dfffff,BRACKENFELL SOUTH,Nov 2020,3
88ad36c6a3fffff,TUSCANY GLEN,Jan 2020,3
88ad361865fffff,EIKENDAL,Oct 2020,3
88ad36022bfffff,SANDDRIFT,May 2020,3
88ad36d5b9fffff,HELDERVUE,Nov 2020,3
88ad361019fffff,NEWFIELDS,Aug 2020,3
88ad36100dfffff,GUGULETU,Feb 2020,3
88ad36d5e1fffff,JACQUES HILL,Mar 2020,3
88ad36d625fffff,GORDONS BAY,Mar 2020,3
88ad3611dbfffff,EPPING INDUSTRIA 1,May 2020,3
88ad3689adfffff,KHAYA,Jun 2020,3
88ad36d46bfffff,GORDONS STRAND ESTATE,Jun 2020,3
88ad3611a5fffff,GLENLILY,Jun 2020,3
88ad361209fffff,HYDE PARK,Feb 2020,3
88ad36195bfffff,WINDSOR ESTATE,Jul 2020,3
88ad3610d3fffff,RONDEBOSCH,Jul 2020,3
88ad36c6dbfffff,MANDELA PARK,Jul 2020,3
88ad361721fffff,RONDEBOSCH,Jan 2020,3
88ad36d625fffff,GORDONS BAY,Jun 2020,3
88ad3612a7fffff,MOUNTVIEW,Sep 2020,3
88ad36036bfffff,PLATTEKLOOF 3,Apr 2020,3
88ad36c685fffff,FOREST VILLAGE,Oct 2020,3
88ad361251fffff,PHILIPPI,Oct 2020,3
88ad361811fffff,EVERSDAL HEIGHTS,Jan 2020,3
88ad361829fffff,WINDSOR ESTATE,Jan 2020,3
88ad3601d5fffff,BLOUBERG SANDS,Aug 2020,3
88ad361aadfffff,BLOEMHOF,Feb 2020,3
88ad360257fffff,RUGBY,May 2020,3
88ad368ca5fffff,CONSTANTIA,May 2020,3
88ad361a31fffff,GROENVALLEI,Feb 2020,3
88ad368c61fffff,VRYGROND,Jun 2020,3
88ad36133dfffff,DELFT SOUTH,Jun 2020,3
88ad368987fffff,KHAYELITSHA,Jun 2020,3
88ad361863fffff,VREDEKLOOF EAST,Mar 2020,3
88ad36c619fffff,SANDVLEI,Sep 2020,3
88ad36d421fffff,STRAND,Sep 2020,3
88ad36c4c7fffff,DENNEMERE,Oct 2020,3
88ad361aabfffff,TYGERVALLEY WATERFRONT,Apr 2020,3
88ad36859dfffff,KOMMETJIE,Jul 2020,3
88ad3611a5fffff,FAIRFIELD ESTATE,Aug 2020,3
88ad36c2cbfffff,ERINVALE ESTATE,Aug 2020,3
88ad361817fffff,VYGEBOOM,Mar 2020,3
88ad361907fffff,JOOSTENBERGVLAKTE SMALLHOLDINGS,Mar 2020,3
88ad36c4d1fffff,HINDLE PARK,Feb 2020,3
88ad36d5e1fffff,ROUNDHAY,May 2020,3
88ad361557fffff,DISTRICT SIX,May 2020,3
88ad361511fffff,GREEN POINT,Jan 2020,3
88ad36b949fffff,HOUT BAY,Jul 2020,3
88ad36d585fffff,WESTRIDGE - SOMERSET WEST,Nov 2020,3
88ad36b907fffff,HOUT BAY,Nov 2020,3
88ad361829fffff,KLEINBRON,Nov 2020,3
88ad368dd7fffff,CONSTANTIA,Jan 2020,3
88ad368581fffff,KOMMETJIE,Oct 2020,3
88ad361741fffff,WYNBERG,Oct 2020,3
88ad36c657fffff,MACASSAR VILLAGE,Oct 2020,3
88ad368dedfffff,SOUTHFIELD,Dec 2020,3
88ad36123bfffff,PHILIPPI,Sep 2020,3
88ad361a53fffff,SACK'S CIRCLE INDUSTRIA,Sep 2020,3
88ad36c4a9fffff,SAXENBURG PARK 2,Feb 2020,3
88ad361557fffff,CAPE TOWN CITY CENTRE,Jun 2020,3
88ad36160dfffff,HOUT BAY,Nov 2020,3
88ad361aabfffff,WELGEMOED,Jan 2020,3
88ad36d717fffff,SEA BREEZE PARK,Jun 2020,3
88ad36111bfffff,MODDERDAM,Oct 2020,3
88ad3618b5fffff,WESTERDALE,Oct 2020,3
88ad361741fffff,KENILWORTH,Dec 2020,3
88ad368ce1fffff,TOKAI,Dec 2020,3
88ad36020dfffff,CENTURY CITY,Dec 2020,3
88ad36191bfffff,BONNIE BROOK,Sep 2020,3
88ad368d39fffff,ZEEKOEVLEI,Sep 2020,3
88ad361127fffff,SAXON INDUSTRIAL,Sep 2020,3
88ad368d53fffff,LAVENDER HILL,Sep 2020,3
88ad361727fffff,ROSEBANK,Apr 2020,3
88ad3611ebfffff,CRAVENBY,Apr 2020,3
88ad36d54dfffff,HIGH RIDING,May 2020,3
88ad361887fffff,CAPE FARMS - DISTRICT C,Oct 2020,3
88ad36d445fffff,ANTILLES/CAYMAN BEACH,Feb 2020,3
88ad361209fffff,WELTEVREDEN VALLEY,May 2020,3
88ad360021fffff,PARKLANDS,May 2020,3
88ad36c6a1fffff,ELECTRIC CITY,Jul 2020,3
88ad360301fffff,EDGEMEAD,Jul 2020,3
88ad3611cbfffff,EPPING INDUSTRIA 2,Nov 2020,3
88ad36d5e1fffff,ROUNDHAY,Nov 2020,3
88ad3672a7fffff,ATLANTIS INDUSTRIAL,Jan 2020,3
88ad361825fffff,WINDSOR ESTATE,Jan 2020,3
88ad368987fffff,KHAYELITSHA,Dec 2020,3
88ad36c4bdfffff,STELLENDALE,Dec 2020,3
88ad36120bfffff,WELTEVREDEN VALLEY,Sep 2020,3
88ad361101fffff,BELHAR EXT 8,Sep 2020,3
88ad361289fffff,WETTON,Oct 2020,3
